"job_id","job_title","job_location","name","salary_year_avg","skills"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","scala"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","java"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","c++"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","redshift"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","snowflake"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","spark"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","airflow"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","hadoop"
105157,"Lead Data Analyst","Anywhere","Motion Recruitment","155000.0","tableau"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","sql"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","hadoop"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","excel"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","tableau"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","looker"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","sql"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","hadoop"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","excel"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","tableau"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Zscaler","152625.0","looker"
540057,"Lead Data Analyst, Growth (Remote)","Anywhere","Rocket Money","152500.0","sql"
540057,"Lead Data Analyst, Growth (Remote)","Anywhere","Rocket Money","152500.0","looker"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","sql"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","r"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","go"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","databricks"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","tableau"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","US Patent and Trademark Office","152221.5","alteryx"
456042,"Data Analyst","Anywhere","Get It Recruit - Healthcare","151500.0","sql"
456042,"Data Analyst","Anywhere","Get It Recruit - Healthcare","151500.0","python"
456042,"Data Analyst","Anywhere","Get It Recruit - Healthcare","151500.0","r"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","sql"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","nosql"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","vba"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","oracle"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","hadoop"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","excel"
591850,"Mid-Level Data BI Analyst","Anywhere","Patterned Learning AI","150000.0","tableau"
73304,"Mid-Level Data Analyst","Anywhere","Patterned Learning AI","150000.0","sql"
73304,"Mid-Level Data Analyst","Anywhere","Patterned Learning AI","150000.0","excel"
73304,"Mid-Level Data Analyst","Anywhere","Patterned Learning AI","150000.0","tableau"
73304,"Mid-Level Data Analyst","Anywhere","Patterned Learning AI","150000.0","sheets"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","sql"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","python"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","nosql"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","r"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","sas"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","vba"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","db2"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","oracle"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","hadoop"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","excel"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","tableau"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","sas"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","microstrategy"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Edward Jones","148238.5","spss"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","sql"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","python"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","sas"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","t-sql"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","snowflake"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","hadoop"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","excel"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","sas"
1694004,"Manager - Data Analyst","Anywhere","EXL Service","147285.0","ssis"
1329162,"Data Analyst - up to 160K+","Anywhere","Hire With Jarvis","145000.0","sql"
1329162,"Data Analyst - up to 160K+","Anywhere","Hire With Jarvis","145000.0","excel"
1329162,"Data Analyst - up to 160K+","Anywhere","Hire With Jarvis","145000.0","tableau"
1329162,"Data Analyst - up to 160K+","Anywhere","Hire With Jarvis","145000.0","power bi"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","python"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","java"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","r"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","javascript"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","c++"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","tableau"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","power bi"
405581,"Data Analyst","Anywhere","CyberCoders","145000.0","qlik"
479485,"Data Analyst","Anywhere","Level","145000.0","sql"
479485,"Data Analyst","Anywhere","Level","145000.0","python"
479485,"Data Analyst","Anywhere","Level","145000.0","r"
479485,"Data Analyst","Anywhere","Level","145000.0","golang"
479485,"Data Analyst","Anywhere","Level","145000.0","elasticsearch"
479485,"Data Analyst","Anywhere","Level","145000.0","aws"
479485,"Data Analyst","Anywhere","Level","145000.0","bigquery"
479485,"Data Analyst","Anywhere","Level","145000.0","gcp"
479485,"Data Analyst","Anywhere","Level","145000.0","pandas"
479485,"Data Analyst","Anywhere","Level","145000.0","scikit-learn"
479485,"Data Analyst","Anywhere","Level","145000.0","looker"
479485,"Data Analyst","Anywhere","Level","145000.0","kubernetes"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","sql"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","python"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","r"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","sas"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","excel"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","tableau"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","power bi"
712558,"Data Scientist Analyst","Anywhere","ALTA IT Services","145000.0","sas"
1090975,"Data Analyst","Anywhere","Uber","140500.0","sql"
1090975,"Data Analyst","Anywhere","Uber","140500.0","python"
1090975,"Data Analyst","Anywhere","Uber","140500.0","r"
1090975,"Data Analyst","Anywhere","Uber","140500.0","swift"
1090975,"Data Analyst","Anywhere","Uber","140500.0","excel"
1090975,"Data Analyst","Anywhere","Uber","140500.0","tableau"
1090975,"Data Analyst","Anywhere","Uber","140500.0","looker"
149006,"People Data Analyst","Anywhere","Insight Global","140500.0","sql"
149006,"People Data Analyst","Anywhere","Insight Global","140500.0","python"
149006,"People Data Analyst","Anywhere","Insight Global","140500.0","oracle"
208403,"Data Manager","Anywhere","Insight Global","140000.0","nosql"
1049000,"Sr. Data Analyst","Anywhere","Sisense","140000.0","sql"
1049000,"Sr. Data Analyst","Anywhere","Sisense","140000.0","python"
1049000,"Sr. Data Analyst","Anywhere","Sisense","140000.0","r"
1049000,"Sr. Data Analyst","Anywhere","Sisense","140000.0","snowflake"
762220,"Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","Anywhere","IT Pros","140000.0","bigquery"
762220,"Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","Anywhere","IT Pros","140000.0","power bi"
762220,"Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","Anywhere","IT Pros","140000.0","qlik"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Revolut","139000.0","sql"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Revolut","139000.0","python"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Revolut","139000.0","scala"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Revolut","139000.0","java"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Revolut","139000.0","c++"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","sql"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","nosql"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","javascript"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","snowflake"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","hadoop"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","phoenix"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","United Services Automobile Association","138640.0","tableau"
1482852,"Data Analyst","Anywhere","Overmind","138500.0","sql"
1482852,"Data Analyst","Anywhere","Overmind","138500.0","python"
